brand,model,model_year,milage,fuel_type,engine_liters,engine_cylinders,transmission_group,ext_color_group,int_color_group,accident,clean_title
BMW,X3 xDrive30i,2019,92040.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
RAM,1500 SLT,2017,73690.0,Gasoline,5.7,8.0,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes
Toyota,Tacoma Base,2009,48750.0,Gasoline,2.7,4.0,Manual,Brown,Silver,None reported,Yes
Cadillac,SRX Performance Collection,2011,124542.0,Gasoline,3.0,6.0,Automatic,Gray,Beige,None reported,Yes
Ford,Mustang GT Premium,2010,69000.0,Gasoline,4.6,8.0,Automatic,White,Black,None reported,Yes
Dodge,Ram 2500 Laramie Quad Cab,2004,148000.0,Diesel,5.9,6.0,Automatic,Black,Beige,None reported,Yes
BMW,650 i,2006,122141.0,Gasoline,4.8,8.0,Manual,Silver,Black,None reported,Yes
Subaru,Impreza WRX,2012,106000.0,Gasoline,2.5,4.0,Manual,Black,Black,None reported,Yes
Ford,Edge Titanium,2017,113294.0,Gasoline,2.0,4.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Kia,Telluride SX,2021,24423.0,Gasoline,3.8,6.0,Automatic,Black,Black,None reported,Unknown
Tesla,Model S Long Range,2022,28000.0,Unknown,3.5,6.0,Automatic,Gray,White,None reported,Yes
RAM,1500 Rebel,2018,54800.0,Gasoline,5.7,8.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Ford,Explorer XLT,2017,161000.0,Gasoline,3.5,6.0,Automatic,Gray,Black,None reported,Yes
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,28755.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Audi,Q5 2.0T Premium Plus,2016,52105.0,E85 Flex Fuel,2.0,4.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Nissan,Armada Platinum,2018,119950.0,Gasoline,5.6,8.0,Other,Black,Black,None reported,Yes
Mercedes-Benz,SL-Class SL500 Roadster,2003,80081.0,Gasoline,5.0,8.0,Automatic,White,Beige,None reported,Yes
Bentley,Bentayga V8,2021,24500.0,Gasoline,4.0,8.0,Automatic,White,White,None reported,Yes
Jeep,Gladiator Overland,2021,4100.0,Gasoline,3.6,6.0,Automatic,Black,Black,None reported,Yes
BMW,M2 CS,2020,9670.0,Gasoline,3.0,6.0,Other,Blue,Black,None reported,Yes
Dodge,Charger SE,2017,63250.0,Gasoline,3.6,6.0,Automatic,Red,Black,None reported,Yes
Lincoln,MKX Black Label,2017,69431.0,Gasoline,2.7,6.0,Automatic,Silver,Black,None reported,Yes
Toyota,Tundra SR5,2015,108044.0,Gasoline,5.7,8.0,Automatic,Black,Other,None reported,Yes
BMW,335 i,2008,98000.0,Gasoline,3.0,6.0,Other,Black,Brown,None reported,Yes
BMW,X1 xDrive28i,2019,52253.0,Gasoline,2.0,4.0,Other,White,Black,None reported,Yes
Ford,F-350 Platinum,2022,23850.0,Diesel,6.7,8.0,Automatic,Silver,Black,None reported,Yes
Mercedes-Benz,Sprinter High Roof,2015,1500.0,Diesel,3.0,6.0,Automatic,White,Gray,None reported,Yes
Dodge,Challenger GT,2021,40000.0,Gasoline,3.6,6.0,Automatic,Black,Black,None reported,Yes
Audi,S4 3.0 Prestige,2012,38718.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Toyota,Tacoma TRD Sport,2018,84184.0,Gasoline,3.5,6.0,Automatic,Gray,Gray,None reported,Unknown
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344.0,Diesel,3.0,6.0,Automatic,Red,Black,None reported,Yes
INFINITI,Q50 3.0t Red Sport 400,2018,51850.0,Gasoline,3.0,6.0,Other,Black,Black,None reported,Yes
Porsche,911 Carrera 4S,2002,119500.0,Gasoline,3.6,6.0,Manual,Black,Black,At least 1 accident or damage reported,Yes
Ford,Expedition Max Limited,2021,30918.0,Gasoline,3.5,6.0,Automatic,White,Beige,None reported,Yes
Chevrolet,Corvette Stingray w/3LT,2023,1100.0,Gasoline,6.2,8.0,Automatic,Gray,Beige,None reported,Yes
Mercedes-Benz,C-Class C 300,2019,40000.0,Gasoline,2.0,4.0,Automatic,Blue,Black,None reported,Yes
Jeep,Grand Cherokee Limited,2005,100500.0,Gasoline,5.7,8.0,Automatic,Black,Gray,None reported,Yes
Dodge,Charger SRT Hellcat,2020,54320.0,Gasoline,6.2,8.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,C-Class C 300 4MATIC,2018,49000.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Yes
Porsche,911 Carrera S,2020,28000.0,Gasoline,3.0,6.0,Automatic,Gray,Black,None reported,Yes
Porsche,911 GT3,2022,1750.0,Gasoline,4.0,6.0,Automatic,White,Black,None reported,Yes
Cadillac,DTS Luxury,2007,130000.0,Gasoline,4.6,8.0,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes
Maserati,Grecale Modena,2023,3721.0,Gasoline,2.0,4.0,Automatic,White,Red,None reported,Yes
Mercedes-Benz,S-Class S 550,2016,78101.0,Gasoline,4.7,8.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Malibu 1LT,2017,54000.0,Gasoline,1.5,4.0,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes
Nissan,Quest SL,2011,185000.0,Gasoline,3.5,6.0,Automatic,White,Gray,At least 1 accident or damage reported,Yes
Mercedes-Benz,SLK-Class SLK 250,2015,49000.0,Gasoline,1.8,4.0,Automatic,Blue,Beige,None reported,Yes
GMC,Sierra 2500 Denali,2024,2043.0,Gasoline,6.6,8.0,Automatic,White,Black,None reported,Yes
Lexus,RX 350 Base,2016,71750.0,Gasoline,3.5,6.0,Automatic,Black,Brown,None reported,Yes
Chevrolet,Corvette Stingray w/3LT,2020,5194.0,Gasoline,6.2,8.0,Automatic,White,Other,None reported,Unknown
BMW,330 i,2019,42200.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
Mercedes-Benz,GLC 300 Base,2020,42717.0,Gasoline,2.0,4.0,Automatic,Beige,Beige,None reported,Yes
Tesla,Model S 75D,2016,102260.0,Unknown,3.5,6.0,Automatic,White,Black,None reported,Yes
Chevrolet,Corvette Stingray w/2LT,2022,11089.0,Gasoline,6.2,8.0,Manual,Silver,Red,None reported,Unknown
Jaguar,XF 25t Prestige,2018,37777.0,Gasoline,2.0,4.0,Other,Black,Black,None reported,Yes
Ford,F-150 XLT,2021,35921.0,Gasoline,2.7,6.0,Automatic,Blue,Black,None reported,Unknown
Ford,Bronco Outer Banks,2023,1800.0,Gasoline,2.3,4.0,Automatic,Gray,Blue,Unknown,Unknown
Scion,FR-S Monogram,2014,163019.0,Gasoline,2.0,4.0,Manual,Black,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,C-Class C 300 4MATIC,2020,14220.0,Gasoline,2.0,4.0,Automatic,Blue,Beige,None reported,Yes
Chevrolet,Tahoe Premier,2019,48879.0,Gasoline,5.3,8.0,Automatic,Silver,Black,None reported,Unknown
BMW,M3 Base,2002,117200.0,Gasoline,3.2,6.0,Automatic,Black,Black,None reported,Yes
Ford,F-150 Lariat,2016,25000.0,E85 Flex Fuel,5.0,8.0,Automatic,Gray,Black,None reported,Yes
BMW,i3 Base w/Range Extender,2014,74500.0,Unknown,0.65,6.0,Automatic,White,Gray,None reported,Yes
INFINITI,G37 Journey,2013,33300.0,Gasoline,3.7,6.0,Automatic,Gray,Black,None reported,Yes
Ford,Expedition XLT,2007,123921.0,Gasoline,5.4,8.0,Automatic,White,Beige,None reported,Yes
BMW,X3 sDrive30i,2021,12800.0,Gasoline,2.0,4.0,Automatic,Blue,Blue,None reported,Yes
Aston,Martin Vantage GT Base,2015,21100.0,Gasoline,4.7,8.0,Manual,Black,Black,None reported,Yes
Chevrolet,Tahoe LT,2009,104733.0,E85 Flex Fuel,5.3,8.0,Automatic,Black,Black,None reported,Yes
Ford,Transit-250 Base,2020,53000.0,Gasoline,3.5,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Lexus,ES 250 Base,2021,17570.0,Gasoline,2.5,6.0,Automatic,White,Black,None reported,Unknown
RAM,1500 Rebel,2020,63875.0,Hybrid,5.7,8.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Ford,Maverick XL,2023,12500.0,Hybrid,2.5,4.0,Automatic,Silver,Black,None reported,Yes
BMW,Z3 3.0i Roadster,2001,103990.0,Gasoline,3.0,6.0,Manual,Black,Beige,None reported,Yes
Chevrolet,Camaro 1SS,2022,7000.0,Gasoline,6.2,8.0,Manual,Blue,Black,None reported,Yes
Chevrolet,Corvette Stingray w/3LT,2023,9000.0,Gasoline,6.2,8.0,Automatic,Blue,Black,None reported,Yes
Pontiac,Solstice GXP,2007,7800.0,Gasoline,2.0,4.0,Automatic,Silver,Black,None reported,Yes
Cadillac,XTS Luxury,2017,69289.0,Gasoline,3.6,6.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Toyota,Highlander Limited,2011,106000.0,Gasoline,3.5,6.0,Automatic,White,Gray,At least 1 accident or damage reported,Yes
Lincoln,Navigator Reserve,2020,68000.0,Gasoline,3.5,6.0,Automatic,Black,Gray,At least 1 accident or damage reported,Yes
Toyota,Highlander Hybrid Limited Platinum,2019,13828.0,Hybrid,3.5,6.0,CVT,Blue,Black,None reported,Yes
Audi,A3 2.0T Tech Premium,2018,39600.0,Gasoline,2.0,4.0,Other,White,Black,None reported,Yes
Jeep,Wrangler SE,2003,92000.0,Gasoline,2.4,4.0,Manual,Beige,Black,None reported,Yes
Toyota,Tacoma SR,2022,5020.0,Gasoline,3.5,6.0,Automatic,Black,Gray,None reported,Yes
Chevrolet,Trailblazer SS,2007,107800.0,Gasoline,6.0,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Audi,A5 2.0T Premium Plus,2019,23827.0,Gasoline,2.0,4.0,Automatic,Gray,Black,None reported,Yes
Audi,A6 55 Premium,2020,25300.0,Hybrid,3.0,6.0,Automatic,White,Beige,None reported,Yes
Mercedes-Benz,Sprinter 2500,2016,399000.0,Diesel,3.0,6.0,Automatic,Silver,Other,At least 1 accident or damage reported,Yes
Porsche,911 Carrera,2005,46200.0,Gasoline,3.6,6.0,Manual,Silver,Black,None reported,Yes
Chevrolet,Corvette Stingray w/2LT,2022,3158.0,Gasoline,6.2,8.0,Automatic,Red,Red,None reported,Yes
GMC,Acadia SLE,2021,26000.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
Porsche,911 Carrera,2020,12758.0,Gasoline,3.0,6.0,Automatic,Silver,Black,None reported,Yes
Chevrolet,Corvette Base,2007,123500.0,Gasoline,6.0,8.0,Other,Red,Beige,At least 1 accident or damage reported,Yes
Ford,Mustang GT Premium,2018,26840.0,Gasoline,5.0,8.0,Manual,White,Black,None reported,Yes
Ford,Edge SEL,2021,17836.0,Gasoline,2.0,4.0,Automatic,Silver,Black,None reported,Yes
Cadillac,Escalade Luxury,2012,114500.0,E85 Flex Fuel,6.2,8.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Corvette Stingray w/3LT,2022,5400.0,Gasoline,6.2,8.0,Automatic,White,Black,None reported,Yes
Toyota,Corolla LE,2016,17500.0,Gasoline,1.8,4.0,Automatic,Red,Gray,None reported,Yes
Chevrolet,Express 2500 Work Van,2017,56000.0,Gasoline,4.8,8.0,Automatic,Blue,Other,None reported,Yes
Chevrolet,Trax LS,2020,20800.0,Gasoline,1.4,4.0,Automatic,Black,Beige,None reported,Yes
Volkswagen,Golf Auto TSI S,2015,107543.0,Gasoline,1.8,4.0,Other,Black,Black,None reported,Yes
Nissan,Pathfinder Silver,2012,206000.0,Gasoline,4.0,6.0,Other,Black,Black,None reported,Yes
Ford,F-150 Platinum,2018,37100.0,E85 Flex Fuel,5.0,8.0,Automatic,Black,Black,None reported,Yes
Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,19813.0,Gasoline,3.0,6.0,Automatic,Silver,Beige,None reported,Yes
Kia,Sportage LX,2010,208321.0,Gasoline,2.7,6.0,Automatic,White,Beige,None reported,Yes
Lexus,LS 460 Base,2012,200000.0,Gasoline,4.6,8.0,Other,White,Beige,At least 1 accident or damage reported,Yes
MINI,Cooper S Base,2012,66000.0,Gasoline,1.6,4.0,Automatic,White,Black,None reported,Yes
Bentley,Bentayga Activity Edition,2018,41000.0,Gasoline,6.0,12.0,Automatic,Gray,Gray,None reported,Yes
Volvo,XC60 T6 Inscription,2019,20623.0,Gasoline,2.0,4.0,Automatic,Silver,Black,None reported,Yes
Ford,Explorer Limited,2018,86000.0,Gasoline,3.5,6.0,Other,Black,Black,None reported,Yes
Porsche,Cayenne Turbo GT,2022,1766.0,Gasoline,4.0,6.0,Automatic,Other,Black,None reported,Unknown
Mercedes-Benz,G-Class G 550 4MATIC,2016,51354.0,Gasoline,4.0,8.0,Automatic,Blue,Black,None reported,Yes
Jeep,Wrangler Unlimited Rubicon 392,2021,38000.0,Gasoline,6.4,8.0,Other,Gray,Black,None reported,Yes
Toyota,Avalon Hybrid XLE Premium,2015,161000.0,Hybrid,2.5,4.0,CVT,Blue,Gray,None reported,Yes
Nissan,Juke SL,2012,74750.0,Gasoline,1.6,4.0,CVT,Black,Black,None reported,Yes
Porsche,911 Carrera 4,2013,67522.0,Gasoline,3.4,6.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
MINI,Cooper S Base,2012,152000.0,Gasoline,1.6,4.0,Automatic,White,Black,None reported,Yes
Subaru,Ascent Touring 7-Passenger,2019,71273.0,Gasoline,2.4,4.0,CVT,Black,Brown,None reported,Yes
Subaru,WRX STI Base,2017,37800.0,Gasoline,2.5,4.0,Manual,Blue,Black,None reported,Yes
Land,Rover Range Rover Sport HSE,2019,42000.0,Gasoline,3.0,6.0,Other,White,Black,None reported,Yes
Kia,Sorento Plug-In Hybrid SX Prestige,2022,10101.0,Plug-In Hybrid,1.6,4.0,Automatic,White,Other,None reported,Yes
Chevrolet,Corvette Stingray w/2LT,2022,7900.0,Gasoline,6.2,8.0,Automatic,White,Red,None reported,Yes
Tesla,Model 3 Performance,2020,45468.0,Unknown,3.5,6.0,Automatic,Silver,White,None reported,Yes
Nissan,Armada SV,2017,187141.0,Gasoline,5.6,8.0,Automatic,Black,Black,None reported,Yes
Porsche,Cayenne Turbo S,2014,99100.0,Gasoline,4.8,8.0,Automatic,White,Black,None reported,Yes
Subaru,Outback Touring XT,2021,33500.0,Gasoline,2.4,4.0,CVT,Blue,Brown,None reported,Yes
Acura,RLX Advance Package,2016,102665.0,Gasoline,3.5,6.0,Automatic,Black,Black,None reported,Yes
Ford,Mustang GT,2001,52675.0,Gasoline,4.6,8.0,Manual,Black,Black,None reported,Yes
BMW,330 i xDrive,2017,59203.0,Gasoline,2.0,4.0,Automatic,White,Other,None reported,Yes
Mercedes-Benz,SL-Class SL550 Roadster,2009,60100.0,Gasoline,5.5,8.0,Automatic,Black,Black,None reported,Yes
Audi,SQ8 4.0T Premium Plus,2021,43238.0,Gasoline,4.0,8.0,Other,Black,Red,None reported,Yes
MINI,Cooper S Base,2007,118000.0,Gasoline,1.6,4.0,Automatic,Beige,Black,None reported,Yes
Ford,Mustang EcoBoost,2021,17300.0,Gasoline,2.3,4.0,Automatic,Yellow,Black,None reported,Yes
Audi,RS 7 4.0T Prestige,2016,64800.0,Gasoline,4.0,8.0,Automatic,White,Brown,None reported,Yes
Mercedes-Benz,GLC 300 GLC 300,2022,1408.0,Gasoline,2.0,6.0,Automatic,Blue,Other,None reported,Unknown
Volkswagen,Touareg TDI Lux,2015,15167.0,Diesel,3.0,6.0,Automatic,Beige,Black,None reported,Yes
Porsche,Cayenne GTS,2016,64600.0,Gasoline,3.6,6.0,Automatic,White,Red,None reported,Yes
Jeep,Grand Wagoneer Series III,2022,31112.0,Gasoline,6.4,8.0,Automatic,Black,Black,None reported,Yes
Tesla,Model X 100D,2018,23250.0,Unknown,3.5,6.0,Automatic,Gray,White,None reported,Yes
MINI,Cooper S Base,2011,63500.0,Gasoline,1.6,4.0,Manual,Silver,Black,None reported,Yes
RAM,1500 Laramie,2022,13464.0,Gasoline,5.7,8.0,Automatic,Black,Black,None reported,Unknown
Chevrolet,Camaro Base,2001,64776.0,Gasoline,3.8,6.0,Automatic,Black,Gray,None reported,Yes
Jeep,Cherokee X,2022,9601.0,Gasoline,3.2,6.0,Automatic,Gray,Black,None reported,Unknown
BMW,ALPINA B7 xDrive,2013,135000.0,Gasoline,4.4,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Volvo,XC90 3.2 Premier Plus,2013,208864.0,Gasoline,3.2,6.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
INFINITI,Q50 3.0T Premium,2016,49872.0,Gasoline,3.0,6.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
MINI,Cooper Base,2009,90367.0,Gasoline,1.6,4.0,Manual,Red,Black,None reported,Yes
Porsche,911 Carrera 4S,2014,36670.0,Gasoline,3.8,6.0,Other,White,Black,None reported,Yes
Jeep,Grand Wagoneer Base,2023,3752.0,Gasoline,6.4,8.0,Automatic,White,Black,None reported,Yes
Lexus,RX 350 Base,2021,30761.0,Gasoline,3.5,6.0,Automatic,White,Black,None reported,Unknown
RAM,1500 Laramie,2022,13438.0,Gasoline,5.7,8.0,Automatic,Black,Black,None reported,Unknown
Jeep,Gladiator Overland,2020,9100.0,Gasoline,3.6,6.0,Automatic,Red,Black,None reported,Yes
Chrysler,200 Limited,2017,100600.0,–,3.5,6.0,Automatic,Black,Black,None reported,Yes
Ford,Fusion Hybrid Base,2011,223824.0,Hybrid,2.5,4.0,Automatic,White,Brown,At least 1 accident or damage reported,Yes
Audi,A6 2.0T Premium Plus,2016,96000.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Silverado 1500 Z71 Extended Cab,2004,185000.0,Gasoline,5.3,8.0,Automatic,Red,Gray,At least 1 accident or damage reported,Yes
Porsche,Taycan Base,2021,6900.0,Unknown,3.5,6.0,Automatic,White,Beige,None reported,Yes
Honda,Accord Hybrid Touring,2017,96400.0,Hybrid,2.0,4.0,CVT,White,Beige,At least 1 accident or damage reported,Yes
RAM,2500 SLT,2018,67865.0,Gasoline,6.4,8.0,Automatic,White,Gray,None reported,Yes
Land,Rover Range Rover Sport Supercharged,2015,64300.0,E85 Flex Fuel,5.0,8.0,Other,Blue,Black,None reported,Yes
Chevrolet,Colorado ZR2,2018,76500.0,Gasoline,3.6,6.0,Automatic,White,Black,None reported,Yes
GMC,Sierra 2500 Denali,2017,96343.0,Diesel,6.6,8.0,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes
Subaru,Crosstrek 2.0i Limited,2018,74600.0,Gasoline,2.0,4.0,Other,Blue,Black,None reported,Yes
Subaru,Outback 2.5i Limited,2014,157530.0,Gasoline,2.5,6.0,CVT,Blue,Black,At least 1 accident or damage reported,Yes
Tesla,Model X Plaid,2022,15000.0,Unknown,3.5,6.0,Automatic,White,White,None reported,Yes
Jeep,Wrangler Unlimited Rubicon,2012,80000.0,Gasoline,3.6,6.0,Automatic,Orange,Black,None reported,Yes
Tesla,Model S 100D,2018,83424.0,Unknown,3.5,6.0,Automatic,Gray,Beige,None reported,Yes
Mercedes-Benz,C-Class C 300 4MATIC,2021,19000.0,Gasoline,2.0,4.0,Automatic,Blue,Beige,None reported,Yes
Porsche,911 Carrera S,2013,64000.0,Gasoline,3.8,6.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,GLS 450 Base 4MATIC,2019,34068.0,Gasoline,3.0,6.0,Automatic,White,Beige,None reported,Yes
Buick,Envision Preferred,2021,20104.0,Gasoline,2.0,4.0,Automatic,Brown,Black,None reported,Yes
Nissan,Armada Platinum,2022,8400.0,Gasoline,5.6,8.0,Automatic,Red,Beige,None reported,Yes
Porsche,911 Turbo,2021,11938.0,Gasoline,3.8,6.0,Other,Black,Other,Unknown,Unknown
Chevrolet,Corvette Stingray w/2LT,2021,24670.0,Gasoline,6.2,8.0,Other,White,Brown,None reported,Yes
Ford,Mustang Shelby GT500,2013,16478.0,Gasoline,5.8,8.0,Manual,White,Black,None reported,Yes
Ford,F-150 XL,2018,52500.0,E85 Flex Fuel,5.0,8.0,Automatic,Gray,Gray,None reported,Yes
Porsche,Cayenne Turbo,2004,92500.0,Gasoline,4.5,8.0,Other,Silver,Black,None reported,Yes
Mitsubishi,Eclipse Spyder GT,2008,62930.0,Gasoline,3.8,6.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Lexus,GX 470 Base,2007,116600.0,Gasoline,4.7,8.0,Automatic,White,Gray,None reported,Yes
Dodge,Dakota Big Horn/Lone Star,2010,172024.0,Gasoline,3.7,6.0,Automatic,Red,Brown,At least 1 accident or damage reported,Yes
Jeep,Wrangler Sport,2012,57237.0,Gasoline,3.6,6.0,Automatic,Black,Black,None reported,Yes
Subaru,Outback Limited,2020,44600.0,Gasoline,2.5,4.0,CVT,Silver,Gray,None reported,Yes
Jeep,Wrangler Unlimited Rubicon,2013,181830.0,Gasoline,3.6,6.0,Manual,Black,Black,None reported,Yes
Subaru,Ascent Touring 7-Passenger,2021,39948.0,Gasoline,2.4,6.0,CVT,Silver,Black,None reported,Yes
Ford,F-350 XL,2017,156453.0,Diesel,6.7,8.0,Automatic,White,Beige,None reported,Yes
Porsche,Cayenne Turbo S,2014,156193.0,Gasoline,4.8,8.0,Automatic,Silver,Black,None reported,Yes
BMW,X1 xDrive28i,2020,27989.0,Gasoline,2.0,4.0,Automatic,Gray,Black,None reported,Yes
Toyota,4Runner Limited,2014,146700.0,Gasoline,4.0,6.0,Automatic,Blue,Black,At least 1 accident or damage reported,Yes
GMC,Yukon Denali,2019,88450.0,Gasoline,6.2,8.0,Automatic,Black,Beige,At least 1 accident or damage reported,Yes
Toyota,C-HR LE,2020,14065.0,Gasoline,2.0,4.0,CVT,Gray,Black,At least 1 accident or damage reported,Yes
Subaru,Outback Limited XT,2020,36844.0,Gasoline,2.4,6.0,CVT,Gray,Black,At least 1 accident or damage reported,Unknown
Chevrolet,Silverado 1500 LT Trail Boss,2020,49000.0,Gasoline,5.3,8.0,Automatic,White,Black,None reported,Yes
BMW,X5 xDrive50i,2013,58000.0,Gasoline,4.4,8.0,Automatic,White,Black,None reported,Yes
Audi,A6 55 Prestige,2021,22800.0,Hybrid,3.0,6.0,Automatic,Blue,Brown,None reported,Yes
Subaru,Outback 2.5i Limited,2014,78007.0,Gasoline,2.5,4.0,Automatic,Blue,Black,None reported,Yes
Ford,F-250 King Ranch,2020,36500.0,Diesel,6.7,8.0,Automatic,Gray,Brown,None reported,Yes
Honda,CR-V EX,2004,156350.0,Gasoline,2.4,4.0,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes
Lexus,GX 460 Luxury,2021,17710.0,Gasoline,4.6,8.0,Automatic,White,Red,None reported,Yes
Ford,Explorer XLT,2013,149000.0,Gasoline,3.5,6.0,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes
Subaru,Forester 2.5i Limited,2015,90000.0,Gasoline,2.5,4.0,CVT,Silver,Gray,None reported,Yes
Ford,Bronco Wildtrak Advanced,2022,9990.0,Gasoline,2.7,6.0,Other,Silver,Black,None reported,Yes
Mercedes-Benz,A-Class A 220 4MATIC,2019,28663.0,Gasoline,2.0,4.0,Automatic,Red,Black,None reported,Unknown
Lexus,NX 200t Base,2015,124250.0,Gasoline,2.0,4.0,Automatic,Gray,Orange,At least 1 accident or damage reported,Yes
Ford,F-250 Lariat,2017,50780.0,Diesel,6.7,8.0,Automatic,White,Black,None reported,Yes
Porsche,911 Carrera C4S,2006,65000.0,Gasoline,3.8,6.0,Manual,Blue,Gray,Unknown,Unknown
Tesla,Model 3 Long Range,2022,22457.0,Unknown,3.5,6.0,Automatic,Silver,Black,None reported,Unknown
Toyota,Camry XSE,2022,19361.0,Gasoline,3.5,6.0,Automatic,Red,Black,None reported,Unknown
BMW,i3 94 Ah,2017,43000.0,Unknown,0.65,6.0,Automatic,Black,Other,None reported,Yes
Ford,F-250 XL SuperCab H/D,1993,115000.0,–,3.5,6.0,Automatic,Red,Gray,None reported,Yes
Porsche,Taycan Turbo,2020,2076.0,Unknown,3.5,6.0,Automatic,Gray,Red,None reported,Unknown
Porsche,911 GT3,2018,9712.0,Gasoline,4.0,6.0,Automatic,Red,Black,None reported,Unknown
Mercedes-Benz,E-Class E55 AMG,2005,131000.0,Gasoline,5.4,8.0,Automatic,Gray,Black,None reported,Yes
Toyota,Highlander XLE,2022,31000.0,Gasoline,3.5,6.0,Other,Gray,Gray,None reported,Yes
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,24158.0,Plug-In Hybrid,2.0,4.0,Automatic,Gray,Black,None reported,Yes
Audi,A6 3.0T Premium Plus,2016,72865.0,Gasoline,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,E-Class E 350 4MATIC,2014,89563.0,Gasoline,3.5,6.0,Automatic,Blue,Black,None reported,Yes
Nissan,Juke SL,2012,72639.0,Gasoline,1.6,4.0,CVT,Black,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,CLS-Class CLS 550,2012,79000.0,Gasoline,4.6,8.0,Automatic,Black,Black,None reported,Yes
Audi,A3 2.0T Premium,2012,111564.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
Lexus,GX 460 Base,2018,75000.0,Gasoline,4.6,8.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Ford,Mustang Premium,2007,169613.0,Gasoline,4.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Honda,Pilot EX-L,2011,175000.0,Gasoline,3.5,6.0,Automatic,Black,Gray,None reported,Yes
BMW,540 i,2017,98500.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Chrysler,300 S,2012,53000.0,Gasoline,3.6,6.0,Other,Black,Black,At least 1 accident or damage reported,Yes
RAM,2500 Longhorn,2015,72200.0,Diesel,6.7,6.0,Automatic,Black,Black,None reported,Yes
Acura,TSX Base,2005,151600.0,Gasoline,2.4,4.0,Manual,Black,Black,None reported,Yes
Lotus,Evora 2+2,2011,20000.0,Gasoline,3.5,6.0,Manual,White,Red,None reported,Yes
Chevrolet,Avalanche 1500 LT,2010,170000.0,E85 Flex Fuel,5.3,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Ford,F-150 XLT,2019,69800.0,E85 Flex Fuel,5.0,8.0,Automatic,Silver,Gray,None reported,Yes
Toyota,Tundra SR5,2020,26300.0,Gasoline,5.7,8.0,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes
Honda,Fit Sport,2007,156111.0,Gasoline,1.5,4.0,Other,Red,Black,At least 1 accident or damage reported,Yes
Chevrolet,Silverado 2500 LTZ,2016,172600.0,Diesel,6.6,8.0,Automatic,Red,Black,At least 1 accident or damage reported,Yes
Honda,Accord Crosstour EX-L,2010,145000.0,Gasoline,3.5,6.0,Automatic,Green,Black,None reported,Yes
Ford,F-250 XLT Super Duty,2001,64309.0,Gasoline,5.4,8.0,Automatic,White,Gray,None reported,Yes
RAM,1500 TRX,2021,15183.0,Gasoline,6.2,8.0,Automatic,Black,Black,None reported,Yes
Buick,Envision Essence,2020,28548.0,Gasoline,2.5,4.0,Automatic,Black,Black,None reported,Unknown
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,14000.0,Gasoline,3.6,6.0,Automatic,Gray,Black,None reported,Yes
Mercedes-Benz,CLS 450 Base,2019,67000.0,Hybrid,3.0,6.0,Other,Yellow,Black,None reported,Yes
